"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","-"
Item,Frequency,Relative frequency,DOCF,Relative DOCF
"wspomnieliśmy",1,1.93263,1,0.54054
"współodczuwać",1,1.93263,1,0.54054
"poprośmy",1,1.93263,1,0.54054
"mobility",1,1.93263,1,0.54054
"działałem",1,1.93263,1,0.54054
"debiutować",1,1.93263,1,0.54054
"dałem",1,1.93263,1,0.54054
"aspirować",1,1.93263,1,0.54054
"współorganizować",1,1.93263,1,0.54054
"współ",1,1.93263,1,0.54054
"współpracowałam",1,1.93263,1,0.54054
"poprzecinać",1,1.93263,1,0.54054
"współrealizować",1,1.93263,1,0.54054
"mocować",1,1.93263,1,0.54054
"wstydzić",1,1.93263,1,0.54054
"wstawić",1,1.93263,1,0.54054
"wszczynać",1,1.93263,1,0.54054
"wszyć",1,1.93263,1,0.54054
"wstępnie",1,1.93263,1,0.54054
"popychać",1,1.93263,1,0.54054
"działałyby",1,1.93263,1,0.54054
"ww.",1,1.93263,1,0.54054
"wtopić",1,1.93263,1,0.54054
"www.archiwa.org/catl.",1,1.93263,1,0.54054
"wybijać",1,1.93263,1,0.54054
"porezerowować",1,1.93263,1,0.54054
"moglibyśmy",1,1.93263,1,0.54054
"wybraliśmy",1,1.93263,1,0.54054
"porozumieć",1,1.93263,1,0.54054
"wybrałem",1,1.93263,1,0.54054
"portretować",1,1.93263,1,0.54054
"dziemy",1,1.93263,1,0.54054
"decydowałyśmy",1,1.93263,1,0.54054
"decydowałam",1,1.93263,1,0.54054
"www.archiwa.org",1,1.93263,1,0.54054
"wybaczyć",1,1.93263,1,0.54054
"wycenić",1,1.93263,1,0.54054
"wychowaliśmy",1,1.93263,1,0.54054
"porwaliśmy",1,1.93263,1,0.54054
"wychowywać",1,1.93263,1,0.54054
"wychwycić",1,1.93263,1,0.54054
"porwać",1,1.93263,1,0.54054
"mogłabym",1,1.93263,1,0.54054
"wyciszać",1,1.93263,1,0.54054
"wyciosać",1,1.93263,1,0.54054
"porywać",1,1.93263,1,0.54054
"dzieła",1,1.93263,1,0.54054
"wyczulić",1,1.93263,1,0.54054
"wycofywać",1,1.93263,1,0.54054
"wyczytywać",1,1.93263,1,0.54054
"posiłkowałam",1,1.93263,1,0.54054
"posiłkować",1,1.93263,1,0.54054
"wyd.",1,1.93263,1,0.54054
"wychwytywać",1,1.93263,1,0.54054
"posortować",1,1.93263,1,0.54054
"poskutkować",1,1.93263,1,0.54054
"wydeptać",1,1.93263,1,0.54054
"wydedukować",1,1.93263,1,0.54054
"monitować",1,1.93263,1,0.54054
"moknąć",1,1.93263,1,0.54054
"dedukować",1,1.93263,1,0.54054
"byłoby",1,1.93263,1,0.54054
"wyciszyć",1,1.93263,1,0.54054
"wydziedziczyć",1,1.93263,1,0.54054
"wyeksploatować",1,1.93263,1,0.54054
"postanowiłyśmy",1,1.93263,1,0.54054
"postanowiłem",1,1.93263,1,0.54054
"wyemitować",1,1.93263,1,0.54054
"postaraliśmy",1,1.93263,1,0.54054
"wygnać",1,1.93263,1,0.54054
"postawiłam",1,1.93263,1,0.54054
"mrugać",1,1.93263,1,0.54054
"montowaliśmy",1,1.93263,1,0.54054
"wygrzebywać",1,1.93263,1,0.54054
"wygrałyśmy",1,1.93263,1,0.54054
"wygłaszać",1,1.93263,1,0.54054
"wyimaginować",1,1.93263,1,0.54054
"postrzegałam",1,1.93263,1,0.54054
"postać",1,1.93263,1,0.54054
"wyjaśnieć",1,1.93263,1,0.54054
"wyjałowieć",1,1.93263,1,0.54054
"wyjechaliśmy",1,1.93263,1,0.54054
"posuwać",1,1.93263,1,0.54054
"muzycznego",1,1.93263,1,0.54054
"dzą",1,1.93263,1,0.54054
"dziła",1,1.93263,1,0.54054
"wyjrzałam",1,1.93263,1,0.54054
"poszedłem",1,1.93263,1,0.54054
"poszerzyliśmy",1,1.93263,1,0.54054
"wyklarować",1,1.93263,1,0.54054
"myć",1,1.93263,1,0.54054
"mylić",1,1.93263,1,0.54054
"wyknąć",1,1.93263,1,0.54054
"poszukijąć",1,1.93263,1,0.54054
"wykonywałam",1,1.93263,1,0.54054
"poszukiwaliśmy",1,1.93263,1,0.54054
"myślałam",1,1.93263,1,0.54054
"dzący",1,1.93263,1,0.54054
"wygładzić",1,1.93263,1,0.54054
"wykpić",1,1.93263,1,0.54054
"wykosiłem",1,1.93263,1,0.54054
"wyinterpretować",1,1.93263,1,0.54054
"wykreować",1,1.93263,1,0.54054
"wykreślić",1,1.93263,1,0.54054
"poszłabym",1,1.93263,1,0.54054
"poszukiwałem",1,1.93263,1,0.54054
"wykształcać",1,1.93263,1,0.54054
"wykupywać",1,1.93263,1,0.54054
"mógłby",1,1.93263,1,0.54054
"potakiwać",1,1.93263,1,0.54054
"dążyłyśmy",1,1.93263,1,0.54054
"dążyłam",1,1.93263,1,0.54054
"dekada",1,1.93263,1,0.54054
"autorskonych",1,1.93263,1,0.54054
"atakować",1,1.93263,1,0.54054
"analizowałam",1,1.93263,1,0.54054
"wylosować",1,1.93263,1,0.54054
"potracić",1,1.93263,1,0.54054
"wymazywać",1,1.93263,1,0.54054
"wymie",1,1.93263,1,0.54054
"wymazać",1,1.93263,1,0.54054
"nabieraliśmy",1,1.93263,1,0.54054
"potwierdzający",1,1.93263,1,0.54054
"wynająć",1,1.93263,1,0.54054
"wynagradzać",1,1.93263,1,0.54054
"dźwignąć",1,1.93263,1,0.54054
"dźwigać",1,1.93263,1,0.54054
"pow.",1,1.93263,1,0.54054
"potłuc",1,1.93263,1,0.54054
"wyobcować",1,1.93263,1,0.54054
"powiadać",1,1.93263,1,0.54054
"powiadamiać",1,1.93263,1,0.54054
"naciskać",1,1.93263,1,0.54054
"wyodrębniać",1,1.93263,1,0.54054
"wyostrzyć",1,1.93263,1,0.54054
"powie",1,1.93263,1,0.54054
"naciągać",1,1.93263,1,0.54054
"nacisnąć",1,1.93263,1,0.54054
"e.",1,1.93263,1,0.54054
"dekorować",1,1.93263,1,0.54054
"wypić",1,1.93263,1,0.54054
"wypisywać",1,1.93263,1,0.54054
"wypracowałyśmy",1,1.93263,1,0.54054
"wypożyczyliśmy",1,1.93263,1,0.54054
"wypraszać",1,1.93263,1,0.54054
"wyprać",1,1.93263,1,0.54054
"powitać",1,1.93263,1,0.54054
"powinieneś",1,1.93263,1,0.54054
"edycję",1,1.93263,1,0.54054
"wyprowadzać",1,1.93263,1,0.54054
"wyprostować",1,1.93263,1,0.54054
"wypunktować",1,1.93263,1,0.54054
"wypróbować",1,1.93263,1,0.54054
"nadejść",1,1.93263,1,0.54054
"wypytać",1,1.93263,1,0.54054
"wypłacić",1,1.93263,1,0.54054
"wypuścić",1,1.93263,1,0.54054
"wypłynąć",1,1.93263,1,0.54054
"nadrabiać",1,1.93263,1,0.54054
"efemeryczność",1,1.93263,1,0.54054
"demonstrować",1,1.93263,1,0.54054
"błąkać",1,1.93263,1,0.54054
"wyniknąć",1,1.93263,1,0.54054
"wyrażałoby",1,1.93263,1,0.54054
"wyrwać",1,1.93263,1,0.54054
"wyrosnąć",1,1.93263,1,0.54054
"powstałe",1,1.93263,1,0.54054
"wyróść",1,1.93263,1,0.54054
"powszechnianie",1,1.93263,1,0.54054
"wypaczać",1,1.93263,1,0.54054
"wyręczyć",1,1.93263,1,0.54054
"wyróżniłam",1,1.93263,1,0.54054
"powstrzymywać",1,1.93263,1,0.54054
"nadużywać",1,1.93263,1,0.54054
"wyschnąć",1,1.93263,1,0.54054
"wysnuć",1,1.93263,1,0.54054
"wystarczać",1,1.93263,1,0.54054
"pozamykać",1,1.93263,1,0.54054
"powziąć",1,1.93263,1,0.54054
"wystartować",1,1.93263,1,0.54054
"wystawiliśmy",1,1.93263,1,0.54054
"pozawalać",1,1.93263,1,0.54054
"poznaliśmy",1,1.93263,1,0.54054
"pozbierać",1,1.93263,1,0.54054
"nagrodzić",1,1.93263,1,0.54054
"nagrałby",1,1.93263,1,0.54054
"egzystować",1,1.93263,1,0.54054
"występowaćły",1,1.93263,1,0.54054
"wysycić",1,1.93263,1,0.54054
"poznałam",1,1.93263,1,0.54054
"wyszczególniać",1,1.93263,1,0.54054
"wyszłyśmy",1,1.93263,1,0.54054
"wyszywać",1,1.93263,1,0.54054
"nagłośnić",1,1.93263,1,0.54054
"deptać",1,1.93263,1,0.54054
"wytrzymywać",1,1.93263,1,0.54054
"wytrzymać",1,1.93263,1,0.54054
"wypuszczać",1,1.93263,1,0.54054
"pozwijać",1,1.93263,1,0.54054
"wytyczyć",1,1.93263,1,0.54054
"najeżyć",1,1.93263,1,0.54054
"najechać",1,1.93263,1,0.54054
"pozyskaliśmy",1,1.93263,1,0.54054
"wytłumaczyć",1,1.93263,1,0.54054
"nakarmić",1,1.93263,1,0.54054
"wyważyć",1,1.93263,1,0.54054
"wywierać",1,1.93263,1,0.54054
"poł.",1,1.93263,1,0.54054
"eliminowałam",1,1.93263,1,0.54054
"desktopową",1,1.93263,1,0.54054
"catl-i",1,1.93263,1,0.54054
"canada",1,1.93263,1,0.54054
"awansować",1,1.93263,1,0.54054
"wyzerować",1,1.93263,1,0.54054
"wywiązać",1,1.93263,1,0.54054
"wyryć",1,1.93263,1,0.54054
"wyznawać",1,1.93263,1,0.54054
"wyznaczyliśmy",1,1.93263,1,0.54054
"wyzyskać",1,1.93263,1,0.54054
"pożegnać",1,1.93263,1,0.54054
"pożartować",1,1.93263,1,0.54054
"emigrować",1,1.93263,1,0.54054
"wyłapać",1,1.93263,1,0.54054
"wyłożyć",1,1.93263,1,0.54054
"pożyczać",1,1.93263,1,0.54054
"wyłączyłam",1,1.93263,1,0.54054
"należałoby",1,1.93263,1,0.54054
"wyśledzić",1,1.93263,1,0.54054
"wzbogaciliśmy",1,1.93263,1,0.54054
"pracowałam",1,1.93263,1,0.54054
"wzbraniać",1,1.93263,1,0.54054
"precyzować",1,1.93263,1,0.54054
"namalować",1,1.93263,1,0.54054
"nakłonić",1,1.93263,1,0.54054
"dezaktywować",1,1.93263,1,0.54054
"wystawać",1,1.93263,1,0.54054
"wystosowywać",1,1.93263,1,0.54054
"wzięłam",1,1.93263,1,0.54054
"predysponować",1,1.93263,1,0.54054
"wznosić",1,1.93263,1,0.54054
"prelekcje",1,1.93263,1,0.54054
"predefiniować",1,1.93263,1,0.54054
"problemao",1,1.93263,1,0.54054
"procesu15",1,1.93263,1,0.54054
"wątpić",1,1.93263,1,0.54054
"nanej",1,1.93263,1,0.54054
"namówić",1,1.93263,1,0.54054
"etnodoradcy",1,1.93263,1,0.54054
"włożyłam",1,1.93263,1,0.54054
"włączyłyby",1,1.93263,1,0.54054
"włączyliśmy",1,1.93263,1,0.54054
"etykietować",1,1.93263,1,0.54054
"zaadresować",1,1.93263,1,0.54054
"zaapelować",1,1.93263,1,0.54054
"promentowania",1,1.93263,1,0.54054
"napisaliśmy",1,1.93263,1,0.54054
"dezorganizować",1,1.93263,1,0.54054
"dezerterzy",1,1.93263,1,0.54054
"cc",1,1.93263,1,0.54054
"zaatakować",1,1.93263,1,0.54054
"zabić",1,1.93263,1,0.54054
"zabieraliśmy",1,1.93263,1,0.54054
"prosiłam",1,1.93263,1,0.54054
"wytłaczać",1,1.93263,1,0.54054
"zabraniać",1,1.93263,1,0.54054
"protokołować",1,1.93263,1,0.54054
"wyważać",1,1.93263,1,0.54054
"wywiadywać",1,1.93263,1,0.54054
"zaburzyć",1,1.93263,1,0.54054
"zabrudzić",1,1.93263,1,0.54054
"napotkałam",1,1.93263,1,0.54054
"napisałyśmy",1,1.93263,1,0.54054
"prowadzone2",1,1.93263,1,0.54054
"prowadziłam",1,1.93263,1,0.54054
"zachwycać",1,1.93263,1,0.54054
"zachwyciliśmy",1,1.93263,1,0.54054
"pruciać",1,1.93263,1,0.54054
"napotykać",1,1.93263,1,0.54054
"zachęcaliśmy",1,1.93263,1,0.54054
"naprawić",1,1.93263,1,0.54054
"zaciążyć",1,1.93263,1,0.54054
"zacofać",1,1.93263,1,0.54054
"naprowadzać",1,1.93263,1,0.54054
"fanpage",1,1.93263,1,0.54054
"diagnozować",1,1.93263,1,0.54054
"dezynfekować",1,1.93263,1,0.54054
"zaczarować",1,1.93263,1,0.54054
"wyławiać",1,1.93263,1,0.54054
"zaczerpnęliśmy",1,1.93263,1,0.54054
"przebrać",1,1.93263,1,0.54054
"zaczynałam",1,1.93263,1,0.54054
"zaczesałam",1,1.93263,1,0.54054
"fascynować",1,1.93263,1,0.54054
"zaczynałyśmy",1,1.93263,1,0.54054
"zadawałyśmy",1,1.93263,1,0.54054
"zaczęłyśmy",1,1.93263,1,0.54054
"przechodziłam",1,1.93263,1,0.54054
"digitalizacji92",1,1.93263,1,0.54054
"zadecydowałam",1,1.93263,1,0.54054
"przechowywałam",1,1.93263,1,0.54054
"zadośćuczynić",1,1.93263,1,0.54054
"zadomawiać",1,1.93263,1,0.54054
"faworyzować",1,1.93263,1,0.54054
"zadziwiać",1,1.93263,1,0.54054
"zadziwić",1,1.93263,1,0.54054
"przeciągać",1,1.93263,1,0.54054
"zafałszować",1,1.93263,1,0.54054
"zafundować",1,1.93263,1,0.54054
"przeciąć",1,1.93263,1,0.54054
"przeciwwskazać",1,1.93263,1,0.54054
"digitalizowane54",1,1.93263,1,0.54054
"celebrować",1,1.93263,1,0.54054
"cechą",1,1.93263,1,0.54054
"baczyć",1,1.93263,1,0.54054
"akademie",1,1.93263,1,0.54054
"ainsi",1,1.93263,1,0.54054
"abstrahować",1,1.93263,1,0.54054
"wzruszyłam",1,1.93263,1,0.54054
"zagadnąć",1,1.93263,1,0.54054
"przeczytałem",1,1.93263,1,0.54054
"przeczytałaś",1,1.93263,1,0.54054
"zagrać",1,1.93263,1,0.54054
"przedkładać",1,1.93263,1,0.54054
"zahaczać",1,1.93263,1,0.54054
"przedsięwziąć",1,1.93263,1,0.54054
"narzeczeni",1,1.93263,1,0.54054
"filmować",1,1.93263,1,0.54054
"zahartować",1,1.93263,1,0.54054
"przedstawialiśmy",1,1.93263,1,0.54054
"przedsta9",1,1.93263,1,0.54054
"zaintrygować",1,1.93263,1,0.54054
"przedstawiłem",1,1.93263,1,0.54054
"zaaplikować",1,1.93263,1,0.54054
"zajęłam",1,1.93263,1,0.54054
"przedłożyć",1,1.93263,1,0.54054
"przedstawiłam",1,1.93263,1,0.54054
"nasilić",1,1.93263,1,0.54054
"figurować",1,1.93263,1,0.54054
"zakazać",1,1.93263,1,0.54054
"zakisić",1,1.93263,1,0.54054
"przeglądaliśmy",1,1.93263,1,0.54054
"przeformatować",1,1.93263,1,0.54054
"zakonserwować",1,1.93263,1,0.54054
"zakomponować",1,1.93263,1,0.54054
"zakopać",1,1.93263,1,0.54054
"zakotwiczać",1,1.93263,1,0.54054
"przeistoczyć",1,1.93263,1,0.54054
"przeinaczać",1,1.93263,1,0.54054
"przefarbować",1,1.93263,1,0.54054
"zakreślać",1,1.93263,1,0.54054
"przejadać",1,1.93263,1,0.54054
"zaktualizować",1,1.93263,1,0.54054
"zachowałyby",1,1.93263,1,0.54054
"przejmowaliśmy",1,1.93263,1,0.54054
"przejeżdżać",1,1.93263,1,0.54054
"formalizować",1,1.93263,1,0.54054
"zakwaszać",1,1.93263,1,0.54054
"zakwestionować",1,1.93263,1,0.54054
"nasycać",1,1.93263,1,0.54054
"dobiegać",1,1.93263,1,0.54054
"dniu",1,1.93263,1,0.54054
"diy",1,1.93263,1,0.54054
"zakłócić",1,1.93263,1,0.54054
"zalecieć",1,1.93263,1,0.54054
"zalegalizować",1,1.93263,1,0.54054
"przekazywałyśmy",1,1.93263,1,0.54054
"przekartkować",1,1.93263,1,0.54054
"zacytować",1,1.93263,1,0.54054
"zaczerniać",1,1.93263,1,0.54054
"zamecznika",1,1.93263,1,0.54054
"zamazać",1,1.93263,1,0.54054
"przekonaliśmy",1,1.93263,1,0.54054
"formuła",1,1.93263,1,0.54054
"zamieszczaliśmy",1,1.93263,1,0.54054
"zamierać",1,1.93263,1,0.54054
"zamontować",1,1.93263,1,0.54054
"zamilknąć",1,1.93263,1,0.54054
"zamrażać",1,1.93263,1,0.54054
"przekuć",1,1.93263,1,0.54054
"przekroczyłyby",1,1.93263,1,0.54054
"nauczyliśmy",1,1.93263,1,0.54054
"centrum",1,1.93263,1,0.54054
"zamęczyć",1,1.93263,1,0.54054
"zanegowałby",1,1.93263,1,0.54054
"przekłamywać",1,1.93263,1,0.54054
"nawadniać",1,1.93263,1,0.54054
"przemieścić",1,1.93263,1,0.54054
"nawarstwiać",1,1.93263,1,0.54054
"zanonimizowanymi",1,1.93263,1,0.54054
"zadrzewić",1,1.93263,1,0.54054
"zantropologizowanej",1,1.93263,1,0.54054
"nawiedzić",1,1.93263,1,0.54054
"fotorelację",1,1.93263,1,0.54054
"dobrałam",1,1.93263,1,0.54054
"przemoczyć",1,1.93263,1,0.54054
"nawinąć",1,1.93263,1,0.54054
"zaostrzyć",1,1.93263,1,0.54054
"frapować",1,1.93263,1,0.54054
"zagadać",1,1.93263,1,0.54054
"zapalić",1,1.93263,1,0.54054
"zaowocowałoby",1,1.93263,1,0.54054
"przeobrazić",1,1.93263,1,0.54054
"frustrować",1,1.93263,1,0.54054
"dobudować",1,1.93263,1,0.54054
"cenzurować",1,1.93263,1,0.54054
"bawiliśmy",1,1.93263,1,0.54054
"badź",1,1.93263,1,0.54054
"zagrażać",1,1.93263,1,0.54054
"zapierać",1,1.93263,1,0.54054
"zapisować",1,1.93263,1,0.54054
"zapieczętować",1,1.93263,1,0.54054
"przeorganizowałam",1,1.93263,1,0.54054
"zaplamić",1,1.93263,1,0.54054
"zapisy",1,1.93263,1,0.54054
"zaplątać",1,1.93263,1,0.54054
"przepchnąć",1,1.93263,1,0.54054
"przepaść",1,1.93263,1,0.54054
"nawiązywałem",1,1.93263,1,0.54054
"zapomnieliśmy",1,1.93263,1,0.54054
"zapowiadaliśmy",1,1.93263,1,0.54054
"przepisałam",1,1.93263,1,0.54054
"nazwisko_imię",1,1.93263,1,0.54054
"nazwałam",1,1.93263,1,0.54054
"zapoznałam",1,1.93263,1,0.54054
"zapożyczać",1,1.93263,1,0.54054
"nazywaliśmy",1,1.93263,1,0.54054
"zapożyczyć",1,1.93263,1,0.54054
"zaprezentowaliśmy",1,1.93263,1,0.54054
"przeprawiać",1,1.93263,1,0.54054
"g.",1,1.93263,1,0.54054
"funkcjonować12",1,1.93263,1,0.54054
"funkcje",1,1.93263,1,0.54054
"zaproszenie-wprowadzenie",1,1.93263,1,0.54054
"przeprowadzałem",1,1.93263,1,0.54054
"zaprz",1,1.93263,1,0.54054
"zakleszczyć",1,1.93263,1,0.54054
"przeprowdziło",1,1.93263,1,0.54054
"nań",1,1.93263,1,0.54054
"zaprzysięgać",1,1.93263,1,0.54054
"przepytać",1,1.93263,1,0.54054
"ganić",1,1.93263,1,0.54054
"gadać",1,1.93263,1,0.54054
"zakonspirować",1,1.93263,1,0.54054
"przeradzać",1,1.93263,1,0.54054
"zakorzenic-lodzian-w-lodzi",1,1.93263,1,0.54054
"zarchiwalizowane",1,1.93263,1,0.54054
"przerobić",1,1.93263,1,0.54054
"przeredagować",1,1.93263,1,0.54054
"przepędzać",1,1.93263,1,0.54054
"przerodzić",1,1.93263,1,0.54054
"zarekwirować",1,1.93263,1,0.54054
"negocjowałam",1,1.93263,1,0.54054
"zaktywizować",1,1.93263,1,0.54054
"zakupywać",1,1.93263,1,0.54054
"zaryzykować",1,1.93263,1,0.54054
"przerzucić",1,1.93263,1,0.54054
"gatunkować",1,1.93263,1,0.54054
"gasnąć",1,1.93263,1,0.54054
"dochować",1,1.93263,1,0.54054
"charakterystyczną",1,1.93263,1,0.54054
"zarządzić",1,1.93263,1,0.54054
"przesiedlić",1,1.93263,1,0.54054
"przerąbać",1,1.93263,1,0.54054
"zasilić",1,1.93263,1,0.54054
"niczone",1,1.93263,1,0.54054
"zasiąść",1,1.93263,1,0.54054
"przesterować",1,1.93263,1,0.54054
"zasnąć",1,1.93263,1,0.54054
"zaspokoić",1,1.93263,1,0.54054
"przestrzenie",1,1.93263,1,0.54054
"niebiesko-czerwonych",1,1.93263,1,0.54054
"gdybyśmy",1,1.93263,1,0.54054
"zastanawiałem",1,1.93263,1,0.54054
"zastanawiałam",1,1.93263,1,0.54054
"zastosowaliśmy",1,1.93263,1,0.54054
"przesuwać",1,1.93263,1,0.54054
"przesuszyć",1,1.93263,1,0.54054
"zastosowania16",1,1.93263,1,0.54054
"zameldować",1,1.93263,1,0.54054
"zastrzelić",1,1.93263,1,0.54054
"przeszliśmy",1,1.93263,1,0.54054
"nierską",1,1.93263,1,0.54054
"niekomercyjne-na",1,1.93263,1,0.54054
"docieraliśmy",1,1.93263,1,0.54054
"zasygnalizowałyśmy",1,1.93263,1,0.54054
"przeszukać",1,1.93263,1,0.54054
"zasłaniać",1,1.93263,1,0.54054
"zaszczepiać",1,1.93263,1,0.54054
"nieskategoryzowany",1,1.93263,1,0.54054
"zasłonić",1,1.93263,1,0.54054
"przetarłyśmy",1,1.93263,1,0.54054
"przesłuchać",1,1.93263,1,0.54054
"zatopić",1,1.93263,1,0.54054
"zatroszczyć",1,1.93263,1,0.54054
"niknąć",1,1.93263,1,0.54054
"ginały",1,1.93263,1,0.54054
"gestykulować",1,1.93263,1,0.54054
"zatłoczyć",1,1.93263,1,0.54054
"nionego",1,1.93263,1,0.54054
"zatłuścić",1,1.93263,1,0.54054
"zauroczyć",1,1.93263,1,0.54054
"przeważyć",1,1.93263,1,0.54054
"przewidziałam",1,1.93263,1,0.54054
"zauważyłam",1,1.93263,1,0.54054
"niu",1,1.93263,1,0.54054
"gmatwać",1,1.93263,1,0.54054
"docierałem",1,1.93263,1,0.54054
"chciałabyś",1,1.93263,1,0.54054
"chciałabym",1,1.93263,1,0.54054
"bazadanych",1,1.93263,1,0.54054
"animowaliśmy",1,1.93263,1,0.54054
"zaniknąć",1,1.93263,1,0.54054
"zanonimizowanie",1,1.93263,1,0.54054
"zaokrąglić",1,1.93263,1,0.54054
"zaopatrywać",1,1.93263,1,0.54054
"zawahać",1,1.93263,1,0.54054
"zauważyłem",1,1.93263,1,0.54054
"zawieruszyć",1,1.93263,1,0.54054
"przewodniczył",1,1.93263,1,0.54054
"nizuje",1,1.93263,1,0.54054
"zawieźć",1,1.93263,1,0.54054
"zawieszać",1,1.93263,1,0.54054
"zawisnąć",1,1.93263,1,0.54054
"przezwyciężać",1,1.93263,1,0.54054
"nobilitować",1,1.93263,1,0.54054
"niweczyć",1,1.93263,1,0.54054
"zawodzić",1,1.93263,1,0.54054
"przeł",1,1.93263,1,0.54054
"zaznajomić",1,1.93263,1,0.54054
"zaznaczałam",1,1.93263,1,0.54054
"normować",1,1.93263,1,0.54054
"załamywać",1,1.93263,1,0.54054
"załamać",1,1.93263,1,0.54054
"załatwić",1,1.93263,1,0.54054
"załatać",1,1.93263,1,0.54054
"przełączać",1,1.93263,1,0.54054
"gotować",1,1.93263,1,0.54054
"gniazdować",1,1.93263,1,0.54054
"założony",1,1.93263,1,0.54054
"załużany",1,1.93263,1,0.54054
"zaśpiewać",1,1.93263,1,0.54054
"przeżywaliśmy",1,1.93263,1,0.54054
"prześwietlać",1,1.93263,1,0.54054
"zbawiać",1,1.93263,1,0.54054
"zażądać",1,1.93263,1,0.54054
"zbieraliśmy",1,1.93263,1,0.54054
"zbierałam",1,1.93263,1,0.54054
"przodkinie",1,1.93263,1,0.54054
"przeżywała8",1,1.93263,1,0.54054
"nurtować",1,1.93263,1,0.54054
"zbioryspoł",1,1.93263,1,0.54054
"zbierałyśmy",1,1.93263,1,0.54054
"zapoznałem",1,1.93263,1,0.54054
"zbliżyć",1,1.93263,1,0.54054
"obarczać",1,1.93263,1,0.54054
"zbyć",1,1.93263,1,0.54054
"przybyło-ibadullajev",1,1.93263,1,0.54054
"obarczyć",1,1.93263,1,0.54054
"zdawaliśmy",1,1.93263,1,0.54054
"zdawałem",1,1.93263,1,0.54054
"przybyłoby",1,1.93263,1,0.54054
"graniczyć",1,1.93263,1,0.54054
"graliśmy",1,1.93263,1,0.54054
"grabić",1,1.93263,1,0.54054
"dociąć",1,1.93263,1,0.54054
"zdałam",1,1.93263,1,0.54054
"przycisnąć",1,1.93263,1,0.54054
"przycinać",1,1.93263,1,0.54054
"zaprzeczać",1,1.93263,1,0.54054
"zaprzeczyć",1,1.93263,1,0.54054
"zdehumanizować",1,1.93263,1,0.54054
"zdecydowałyśmy",1,1.93263,1,0.54054
"obcinać",1,1.93263,1,0.54054
"zdestabilizować",1,1.93263,1,0.54054
"zdgitializowanym",1,1.93263,1,0.54054
"zdewastować",1,1.93263,1,0.54054
"przydawać",1,1.93263,1,0.54054
"gratulować",1,1.93263,1,0.54054
"zdj.",1,1.93263,1,0.54054
"przydałyby",1,1.93263,1,0.54054
"przydałaby",1,1.93263,1,0.54054
"zarchiwizowaliśmy",1,1.93263,1,0.54054
"przygarnąć",1,1.93263,1,0.54054
"przydzielić",1,1.93263,1,0.54054
"obdarzać",1,1.93263,1,0.54054
"zdygitalizować",1,1.93263,1,0.54054
"zdynamizować",1,1.93263,1,0.54054
"przygotowywaliśmy",1,1.93263,1,0.54054
"przygnębiać",1,1.93263,1,0.54054
"grałam",1,1.93263,1,0.54054
"graprzejść",1,1.93263,1,0.54054
"zasadzać",1,1.93263,1,0.54054
"zasadziliśmy",1,1.93263,1,0.54054
"zasadzić",1,1.93263,1,0.54054
"zdążyłem",1,1.93263,1,0.54054
"zdziwić",1,1.93263,1,0.54054
"zedrzeć",1,1.93263,1,0.54054
"przyjaźnić",1,1.93263,1,0.54054
"przygotowywałam",1,1.93263,1,0.54054
"zerkać",1,1.93263,1,0.54054
"przyjeżdżaliśmy",1,1.93263,1,0.54054
"przyjechałam",1,1.93263,1,0.54054
"zeskanowane",1,1.93263,1,0.54054
"obezwładniać",1,1.93263,1,0.54054
"obeznać",1,1.93263,1,0.54054
"obejść",1,1.93263,1,0.54054
"zgadywać",1,1.93263,1,0.54054
"zezwolić",1,1.93263,1,0.54054
"zgasnąć",1,1.93263,1,0.54054
"zgeneralizować",1,1.93263,1,0.54054
"zganić",1,1.93263,1,0.54054
"przykleić",1,1.93263,1,0.54054
"przyklejać",1,1.93263,1,0.54054
"obiecywać",1,1.93263,1,0.54054
"obiecałam",1,1.93263,1,0.54054
"obiec",1,1.93263,1,0.54054
"gromadziłam",1,1.93263,1,0.54054
"dodrukowywać",1,1.93263,1,0.54054
"docisnąć",1,1.93263,1,0.54054
"przykryć",1,1.93263,1,0.54054
"przykrywać",1,1.93263,1,0.54054
"zgubić",1,1.93263,1,0.54054
"objaśniać",1,1.93263,1,0.54054
"zhumanizować",1,1.93263,1,0.54054
"przymuszać",1,1.93263,1,0.54054
"zideologizować",1,1.93263,1,0.54054
"objęliśmy",1,1.93263,1,0.54054
"gubić",1,1.93263,1,0.54054
"zasygnować",1,1.93263,1,0.54054
"zintensyfikowaliśmy",1,1.93263,1,0.54054
"przyniosłam",1,1.93263,1,0.54054
"przyozdabiać",1,1.93263,1,0.54054
"ziścić",1,1.93263,1,0.54054
"oblepić",1,1.93263,1,0.54054
"oblatować",1,1.93263,1,0.54054
"zjednać",1,1.93263,1,0.54054
"zjednywać",1,1.93263,1,0.54054
"przypatrywać",1,1.93263,1,0.54054
"zjeżdżaliśmy",1,1.93263,1,0.54054
"obnażyć",1,1.93263,1,0.54054
"głosić",1,1.93263,1,0.54054
"gwarantowałyby",1,1.93263,1,0.54054
"dogonić",1,1.93263,1,0.54054
"zliberalizować",1,1.93263,1,0.54054
"zlokalizować",1,1.93263,1,0.54054
"przypisałam",1,1.93263,1,0.54054
"przypominałaby",1,1.93263,1,0.54054
"obniżyć",1,1.93263,1,0.54054
"zmia",1,1.93263,1,0.54054
